LON,LAT,EDO,CLAVE,ESTACION,ene-25
-96.666389,19.361667,VER,CUMVC,"La Cumbre, Ver.",30.0
-97.021111,19.603611,VER,JOYVC,"La Joya, Ver.",99.2
-96.210833,18.931389,VER,PEPVC,"La Pepehua Protección Civil, Ver.",193.6
-94.916667,17.416667,VER,LPEVC,"Las Perlas, Ver.",33.0
-97.1,19.65,VER,LVRVC,"Las Vigas de Ramírez, Ver.",52.1
-95.35,18.25,VER,LAUVC,"Lauchapan, Ver.",82.8
-97.231944,18.922778,VER,LGRVC,"Loma Grande, Ver.",5.0
-97.236944,18.925278,VER,LOMAGRANDE,"Loma Grande, Ver. SMN*",8.3
-98.2875,21.194444,VER,HLSVC,"Los Hules, Ver.",6.4
-96.333333,19.15,VER,MFAVC,"Manlio Fabio Altamirano, Ver.",47.5
-97.048333,20.0675,VER,MDTVC,"Martínez de la Torre, Ver.",86.4
-98.045,20.8325,VER,MILVC,"Milcahual, Ver.",16.5
-94.771111,18.135278,VER,MNZVC,"Minzapan, Ver.",90.1
-96.833333,19.933333,VER,MZNVC,"Misantla, Ver.",110.6
-94.4,18.1,VER,COTVC,"Observatorio de Coatzacoalcos, Ver.",234.8
-97.1,18.85,VER,ORZVC,"Observatorio de Orizaba, Ver.",50.2
-97.4,20.955556,VER,TXPVC,"Observatorio de Tuxpan, Ver.",17.6
-96.111111,19.154167,VER,VERVC,"Observatorio de Veracruz, Ver.",97.8
-96.916667,19.533333,VER,XOBVC,"Observatorio de Xalapa, Ver.",41.1
-96.97,19.55,VER,OTIVC,"Otilpan, Ver.",67.8
-96.918056,19.48,VER,PAVVC,"Pacho Viejo, Ver.",55.6
-98.176667,22.06,VER,PNCVC,"Pánuco, Ver.",15.6
-97.316667,20.45,VER,PPNVC,"Papantla, Ver.",92.0
-98.155833,21.7375,VER,CHYVC,"Paso de Piedras, Ver.",27.5
-97.268333,19.545,VER,PEROTESMN,"Perote, Ver. SMN*",0.8
-96.979722,19.588611,VER,PILVC,"Piletas, Ver.",91.5
-94.253889,17.954444,VER,CB2VC,"Planta de bombeo 2 de La Cangrejera, Ver.",124.0
-94.3775,18.103611,VER,PB3VC,"Planta de bombeo 3 de La Cangrejera, Ver.",331.0
-98.356667,21.297778,VER,PSNVC,"Platón Sánchez, Ver.",11.3
-96.795278,18.888056,VER,PTNVC,"Potrero Nuevo, Ver.",20.7
-97.478333,20.540833,VER,PRCVC,"Poza Rica, Ver.",53.3
-95.212778,18.450833,VER,STXVC,"San Andrés Tuxtla AC, Ver.",57.9
-94.088889,17.873611,VER,JDCVC,"San José del Carmen, Ver.",214.0
-95.133333,17.883333,VER,SJEVC,"San Juan Evangelista, Ver.",18.6
-97.293056,19.696944,VER,SNTVC,"Santa Ana, Ver. PC",14.1
-96.921389,19.578611,VER,SEDVC,"Sedeño, Ver.",82.1
-95.183333,18.45,VER,SIHVC,"Sihuapán, Ver.",40.8
-97.809722,20.887222,VER,SBTVC,"Sombrerete, Ver.",18.8
-95.033333,18.516667,VER,SONVC,"Sontecomapan, Ver.",209.5
-96.488889,19.338889,VER,TAMVC,"Tamarindo, Ver.",70.0
-96.966667,19.45,VER,TAPVC,"Tapachapan, Ver.",118.0
-98.409444,21.499722,VER,TMPVC,"Tempoal, Ver.",27.7
-96.916667,19.811111,VER,TNCVC,"Tenochtitlán, Ver.",93.4
-96.797778,19.674444,VER,TEPVC,"Tepetlán, Ver.",19.9
-98.153056,21.039722,VER,TRRVC,"Terrerillos, Ver.",14.5
-96.356389,18.449167,VER,TBPVC,"Tierra Blanca AC, Ver.",12.6
-94.163333,17.571944,VER,TMOVC,"Tierra Morada, Ver.",132.0
-97.125278,18.579722,VER,TLQVC,"Tlaquilpa, Ver.",62.1
-97.2225,19.921944,VER,TOMVC,"Tomata, Ver.",64.8
-96.950278,19.233611,VER,TOTVC,"Totutla, Ver.",64.8
-95.416667,18.466667,VER,TZAVC,"Tres Zapotes, Ver.",95.7
-96.613889,19.022222,VER,VTEVC,"Villa Tejeda, Ver.",0.0
-96.929167,19.511944,VER,XBSVC,"Xalapa Base PC, Ver.",66.8
-96.863889,19.546667,VER,XCAVC,"Xalapa Castillo Protección Civil, Ver.",19.4
-96.85,19.55,VER,XCFVC,"Xalapa CFE, Ver.",53.3
-96.916111,19.536944,VER,XCNVC,"Xalapa Constituyentes PC, Ver.",54.4
-96.903889,19.542222,VER,XCRVC,"Xalapa Cristal, Ver.",25.4
-96.898056,19.556667,VER,XMNVC,"Xalapa Minas PC, Ver.",46.3
-96.913611,19.569444,VER,XMRVC,"Xalapa Moral, Ver. PC*",62.4
-96.871667,19.511667,VER,XOLVC,"Xalapa Olmos PC, Ver.",32.8
-96.923889,19.527222,VER,XPMVC,"Xalapa Palacio PC, Ver.",46.2
-96.915556,19.565833,VER,XREVC,"Xalapa Revolución, Ver.",54.3
-96.894444,19.555833,VER,XSUVC,"Xalapa Sumidero, Ver.",38.3
-96.777778,19.863889,VER,YECVC,"Yecuatla, Ver.",70.5
-97.388889,19.413889,VER,ZALVC,"Zalayeta, Ver.",1.0
-89.681111,20.649444,YUC,ABAYC,"Abalá, Yuc.",31.0
-89.218889,19.883056,YUC,BECYC,"Becanchén, Yuc.",6.5
-89.081667,20.463056,YUC,CANYC,"Cantamayec, Yuc.",18.7
-90.3825,20.858056,YUC,CELYC,"Celestún, Yuc. SMN*",0.6
-89.637778,21.030278,YUC,CICYC,"Centro de Investigación Científica, Yuc.",9.6
-89.829444,20.752778,YUC,CHOYC,"Chocholá, Yuc.",24.8
-89.501111,21.078889,YUC,CONYC,"Conkal, Yuc.",0.1
-87.676667,21.5125,YUC,CYOYC,"El Cuyo, Yuc.",46.6
-89.583611,20.983889,YUC,EZAYC,"Emiliano Zapata, Yuc.",12.5
-89.642778,21.048889,YUC,FIYYC,"Facultad de Ingeniería Universidad Autónoma de Yucatán, Yuc.",13.9
-89.4375,21.105556,YUC,MOCYC,"Mocochá, Yuc.",6.8
-89.299444,21.102222,YUC,MTOYC,"Motul, Yuc.",8.8
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",109.5
-89.651111,20.946389,YUC,MEOYC,"Observatorio de Mérida, Yuc.",6.4
-89.653889,21.275833,YUC,PROYC,"Observatorio de Progreso, Yuc.",18.6
-88.204167,20.69,YUC,VALYC,"Observatorio de Valladolid, Yuc.",37.6
-88.216667,20.683333,YUC,VALLADOLIDob,"Observatorio de Valladolid, Yuc. SMN*",25.2
-89.658056,20.984167,YUC,GARYC,"Organismo de Cuenca Península de Yucatán, Yuc.",7.5
-89.394722,20.290556,YUC,OXKYC,"Oxkutzcab, Yuc.",22.5
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",63.0
-88.160278,21.571111,YUC,RILYC,"Río Lagartos, Yuc. SMN*",27.0
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",31.0
-88.1725,21.158611,YUC,TIZYC,"Tizimín, Yuc.",35.6
-103.459167,21.811389,ZAC,ATGZC,"Atolinga, Zac.",21.0
-102.733889,23.602222,ZAC,CFPZC,"Cañitas de Felipe Pescador, Zac",16.4
-103.88,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",12.0
-103.098333,23.693333,ZAC,ELCZC,"El Cazadero, Zac.",2.2
-102.896111,21.997222,ZAC,CHIZC,"El Chique, Zac.",8.6
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",24.0
-103.216944,23.18,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",3.6
-102.506667,22.745556,ZAC,GPEZC,"Guadalupe, Zac.",10.2
-103.495833,22.326667,ZAC,STEZC,"Independencia Nacional, Zac.",6.5
-102.864167,22.120556,ZAC,TAYZC,"Ing. Julián Adame Alatorre, Zac.",9.1
-103.001944,22.642778,ZAC,JERZC,"Jerez, Zac.",19.1
-103.3375,21.588889,ZAC,VILZC,"José María Morelos, Zac.",7.9
-103.603056,22.687222,ZAC,LFLZC,"La Florida, Zac.",41.5
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",2.4
-101.985556,22.264722,ZAC,LORZC,"Loreto, Zac.",17.1
-102.903611,21.711111,ZAC,PMOZC,"Los Moraleños, Zac.",5.6
-103.382778,22.845278,ZAC,LOBZC,"Manuel Felgueres, Zac.",29.7
-103.362222,21.212778,ZAC,MORZC,"Mezquital del Oro, Zac.",10.0
-103.35,21.645833,ZAC,EXCZC,"Miguel Alemán, Zac.",8.1
-102.845556,21.3575,ZAC,NCTZC,"Nochistlán, Zac.",8.5
-103.636389,23.638889,ZAC,SOMZC,"Observatorio de Sombrerete, Zac.",4.1
-102.566944,22.778889,ZAC,LBUZC,"Observatorio de Zacatecas, Zac.",2.4
-101.399167,22.117778,ZAC,PINZC,"Pino Suárez, Zac.",4.0
-103.025833,23.816944,ZAC,RGRZC,"Río Grande, Zac.",0.0
-103.108889,22.923611,ZAC,STRZC,"Santa Rosa, Zac.",23.8
-103.506111,24.288611,ZAC,SGOZC,"Santiago, Zac.",3.0
-103.309444,21.773611,ZAC,TLLZC,"Tlaltenango, Zac.",7.4
-101.715833,22.347222,ZAC,VHGZC,"Villa Hidalgo, Zac.",11.8
-102.585556,22.765,ZAC,ZACZC,"Zacatecas, Zac.",12.0
-102.506111,22.746667,ZAC,ZA2ZC,"Zacatecas, Zac. SMN*",7.8
